user_id,Precision@10 - macro,Recall@10 - macro,F1@10 - macro,NDCG@10
1,0.0,0.0,0.0,0.0
10,0.1,0.02564102564102564,0.04081632653061225,0.18780525395446346
100,0.1,0.08333333333333333,0.0909090909090909,0.1865031230572813
1000,0.1,0.07692307692307693,0.08695652173913043,0.1865031230572813
1001,0.2,0.038461538461538464,0.06451612903225806,0.6391870515559653
1002,0.0,0.0,0.0,0.0
1003,0.0,0.0,0.0,0.0
1004,0.0,0.0,0.0,0.0
1005,0.0,0.0,0.0,0.0
1006,0.0,0.0,0.0,0.0
1007,0.0,0.0,0.0,0.0
1008,0.0,0.0,0.0,0.0
1009,0.0,0.0,0.0,0.0
101,0.2,0.1,0.13333333333333333,0.1997992478447466
1010,0.1,0.011111111111111112,0.019999999999999997,0.5992150362951196
1011,0.0,0.0,0.0,0.0
1012,0.1,0.16666666666666666,0.125,0.18650312305728128
1013,0.0,0.0,0.0,0.0
1014,0.0,0.0,0.0,0.0
1015,0.7,0.043478260869565216,0.08187134502923976,0.6838193920675456
1016,0.0,0.0,0.0,0.1865031230572813
1017,0.3,0.05660377358490566,0.09523809523809525,0.4320771207074923
1018,0.0,0.0,0.0,0.0
1019,0.3,0.0379746835443038,0.06741573033707866,0.6673173908320225
102,0.0,0.0,0.0,0.18650312305728128
1020,0.0,0.0,0.0,0.0
1021,0.1,0.05555555555555555,0.07142857142857142,0.19843007259023926
1022,0.1,0.047619047619047616,0.06451612903225806,0.5992150362951196
1023,0.0,0.0,0.0,0.0
1024,0.0,0.0,0.0,0.1865031230572813
1025,0.0,0.0,0.0,0.1865031230572813
1026,0.1,0.16666666666666666,0.125,0.5526157306428573
1027,0.1,0.14285714285714285,0.11764705882352941,0.18650312305728128
1028,0.0,0.0,0.0,0.0
1029,0.0,0.0,0.0,0.18780525395446346
103,0.0,0.0,0.0,0.0
1030,0.0,0.0,0.0,0.0
1031,0.0,0.0,0.0,0.0
1032,0.0,0.0,0.0,0.0
1033,0.3,0.15,0.2,0.6683560875127494
1034,0.1,0.02702702702702703,0.0425531914893617,0.19372180473314254
1035,0.1,0.08333333333333333,0.0909090909090909,0.22175294743016832
1036,0.0,0.0,0.0,0.0
1037,0.0,0.0,0.0,0.0
1038,0.0,0.0,0.0,0.0
1039,0.0,0.0,0.0,0.0
104,0.0,0.0,0.0,0.0
1040,0.1,0.05,0.06666666666666667,0.18650312305728128
1041,0.1,0.16666666666666666,0.125,0.18650312305728128
1042,0.0,0.0,0.0,0.1865031230572813
1043,0.0,0.0,0.0,0.0
1044,0.1,0.043478260869565216,0.06060606060606061,0.1865031230572813
1045,0.0,0.0,0.0,0.0
1046,0.0,0.0,0.0,0.0
1047,0.0,0.0,0.0,0.0
1048,0.0,0.0,0.0,0.0
1049,0.0,0.0,0.0,0.0
105,0.0,0.0,0.0,0.0
1050,0.0,0.0,0.0,0.0
1051,0.0,0.0,0.0,0.39198253885267687
1052,0.0,0.0,0.0,0.0
1053,0.3,0.08108108108108109,0.12765957446808512,0.4023693984570099
1054,0.2,0.1111111111111111,0.14285714285714285,0.19843007259023926
1055,0.0,0.0,0.0,0.0
1056,0.0,0.0,0.0,0.0
1057,0.0,0.0,0.0,0.0
1058,0.1,0.02127659574468085,0.03508771929824561,0.5992150362951196
1059,0.0,0.0,0.0,0.1934287303862522
106,0.0,0.0,0.0,0.0
1060,0.1,0.25,0.14285714285714288,0.19843007259023926
1061,0.0,0.0,0.0,0.0
1062,0.1,0.05555555555555555,0.07142857142857142,1.0
1063,0.0,0.0,0.0,0.0
1064,0.0,0.0,0.0,0.0
1065,0.0,0.0,0.0,0.0
1066,0.0,0.0,0.0,0.0
1067,0.0,0.0,0.0,0.0
1068,0.0,0.0,0.0,0.0
1069,0.1,0.015625,0.02702702702702703,0.19843007259023926
107,0.1,0.0625,0.07692307692307693,0.1865031230572813
1070,0.0,0.0,0.0,0.0
1071,0.0,0.0,0.0,0.18650312305728128
1072,0.0,0.0,0.0,0.0
1073,0.2,0.15384615384615385,0.17391304347826086,0.5992150362951196
1074,0.0,0.0,0.0,0.1865031230572813
1075,0.0,0.0,0.0,0.0
1076,0.1,0.2,0.13333333333333333,0.18650312305728128
1077,0.2,0.045454545454545456,0.07407407407407407,0.3719749025566485
1078,0.3,0.15,0.2,0.5273051773881503
1079,0.1,0.07142857142857142,0.08333333333333333,0.18650312305728128
108,0.0,0.0,0.0,0.0
1080,0.0,0.0,0.0,0.0
1081,0.0,0.0,0.0,0.0
1082,0.1,0.14285714285714285,0.11764705882352941,0.18650312305728128
1083,0.0,0.0,0.0,0.0
1084,0.1,0.09090909090909091,0.09523809523809525,0.1865031230572813
1085,0.0,0.0,0.0,0.0
1086,0.2,0.10526315789473684,0.13793103448275862,0.19843007259023926
1087,0.2,0.0392156862745098,0.06557377049180327,0.3314734828687713
1088,0.5,0.04201680672268908,0.07751937984496125,0.5749235261143939
1089,0.0,0.0,0.0,0.0
109,0.2,0.13333333333333333,0.16,0.19372180473314254
1090,0.0,0.0,0.0,0.0
1091,0.1,0.25,0.14285714285714288,0.1865031230572813
1092,0.0,0.0,0.0,0.0
1093,0.1,0.125,0.11111111111111112,0.1865031230572813
1094,0.2,0.08695652173913043,0.12121212121212122,0.4003862384379962
1095,0.0,0.0,0.0,0.0
1096,0.0,0.0,0.0,0.0
1097,0.2,0.1111111111111111,0.14285714285714285,0.19843007259023926
1098,0.1,0.2,0.13333333333333333,0.18650312305728128
1099,0.0,0.0,0.0,0.18650312305728128
