user_id,NDCG,Precision - macro,Recall@5 - macro
sys - fold1,0.919157794507784,0.550957133560613,0.19353335688834353
sys - fold2,0.9191221422666715,0.5434636720687042,0.19435644999689708
sys - mean,0.9191399683872278,0.5472104028146586,0.1939449034426203
