user_id,NDCG,Precision - macro,Recall@5 - macro
1,0.9233509844239236,0.5992647058823529,0.043557168784029036
10,0.9641931966501294,0.2934782608695652,0.03225806451612903
100,0.886737727092554,0.5908045977011493,0.19055944055944057
101,0.9066025211245997,0.6715686274509804,0.1551383399209486
102,0.9209472423587676,0.5601851851851852,0.04173508483853311
103,0.9176460046153302,0.5523809523809524,0.4375
104,0.8344570111159086,0.5587662337662338,0.07916666666666666
105,0.9492509508541721,0.4772727272727273,0.5666666666666667
106,0.9239065586889055,0.671875,0.11688311688311688
107,0.8416655979635834,0.5,0.55
108,0.9320897817373845,0.48713235294117646,0.25396825396825395
109,0.9208357746487226,0.4914529914529915,0.04307692307692308
11,0.9117288565804504,0.47527472527472525,0.04769647696476965
110,0.9187846603689995,0.5325644504748983,0.04210992907801418
111,0.9574927690945151,0.5833333333333334,0.37777777777777777
112,0.8827860956776626,0.6739130434782609,0.22478991596638653
113,0.9329822288720719,0.5476923076923077,0.25
114,0.9003858955401856,0.47916666666666663,0.3038461538461539
115,0.9159727573965284,0.5434782608695652,0.04006410256410256
116,0.8900134406738598,0.4418035993740219,0.022727272727272728
117,0.9356994243866565,0.4883720930232558,0.08
118,0.9726879052373376,0.7753968253968254,0.14588859416445624
119,0.9472253394345853,0.7401709401709402,0.05200892857142857
12,0.9635070619917596,0.5123076923076924,0.19375
120,0.9488297844015082,0.6153846153846154,0.36507936507936506
121,0.8865251823305959,0.5945945945945945,0.11283643892339544
122,0.9445858699547685,0.5548387096774194,0.2803030303030303
123,0.9225981733291371,0.6666666666666666,0.16875
124,0.8834919720586785,0.5,0.38888888888888884
125,0.9196892609030047,0.4725274725274725,0.07115278543849973
126,0.9075381956150426,0.5138339920948617,0.16269841269841268
127,0.922854001245891,0.7840909090909092,0.5555555555555556
128,0.9286415337689629,0.5978260869565217,0.05423280423280423
129,0.8497637727352019,0.4666666666666667,0.21428571428571427
13,0.9030034217024687,0.4229559748427673,0.014842454394693201
130,0.9471490451941942,0.5207209809964047,0.02447457627118644
131,0.9284494084134475,0.6666666666666666,0.3
132,0.9510376875396351,0.6363636363636364,0.5625
133,0.9074355712581375,0.6153846153846154,0.36507936507936506
134,0.9086611013348693,0.5993589743589745,0.4017857142857143
135,0.9475262145126707,0.5092592592592593,0.2857142857142857
136,0.954039073359222,0.45915032679738566,0.30952380952380953
137,0.9340470557373368,0.6394927536231885,0.23214285714285715
138,0.9503696652831372,0.37230769230769234,0.10555555555555556
139,0.9407794552793456,0.5416666666666666,0.3472222222222222
14,0.9523267705642735,0.6326530612244898,0.11324786324786325
140,0.8921081219084523,0.4318181818181818,0.325
141,0.9023330824305086,0.5883997204751922,0.09584178498985801
142,0.9294098986131536,0.6047794117647058,0.4494949494949495
143,0.8628863143984511,0.6499999999999999,0.2976190476190476
144,0.9375162501460608,0.6796116504854368,0.0370140612076096
145,0.9030473953641571,0.490506329113924,0.03194164989939638
146,0.9253667969196934,0.6214285714285714,0.38888888888888884
147,0.9671269849546587,0.4,0.6333333333333333
148,0.9330751997614959,0.6013257575757576,0.2018716577540107
149,0.847690670545458,0.5833333333333333,0.3333333333333333
15,0.8392539775704553,0.6153846153846154,0.09458128078817735
150,0.9437267061143453,0.8125,0.38461538461538464
151,0.9516053276101766,0.5476827094474154,0.050793650793650794
152,0.957794613332445,0.5849056603773585,0.09405405405405406
153,0.8088712619146314,0.4318181818181818,0.41666666666666663
154,0.9214327663014803,0.47384615384615386,0.09375
155,0.8519820564044388,0.45454545454545453,0.2
156,0.9473367921969407,0.6257309941520468,0.34523809523809523
157,0.9100362384869057,0.6076923076923078,0.22708333333333333
158,0.9312973353965186,0.6475541299117883,0.06226053639846743
159,0.9012331767792287,0.5150244584206848,0.09090909090909091
16,0.9707483763656901,0.6142857142857143,0.08116883116883117
160,0.9289941661200283,0.525,0.05813953488372093
161,0.8366506260187723,0.4482758620689655,0.058823529411764705
162,0.9562953788132218,0.5952380952380952,0.16233766233766234
163,0.9254286752881405,0.4356060606060606,0.4
164,0.9363470741116593,0.42993951612903225,0.13920454545454547
165,0.9635845794601043,0.5666666666666667,0.4857142857142857
166,0.8785074557369115,0.55,0.4642857142857143
167,0.8943309605531922,0.5794117647058823,0.17418546365914786
168,0.8872533836078301,0.5226890756302521,0.10625
169,0.955053197545827,0.4619883040935673,0.41428571428571426
17,0.8497912352511805,0.5357142857142857,0.16666666666666666
170,0.9202863331655919,0.45454545454545453,0.41666666666666663
171,0.9538000523528962,0.5357142857142857,0.4107142857142857
172,0.9239410724961539,0.33241758241758246,0.325
173,0.9539031873362068,0.3939393939393939,0.2928571428571428
174,0.9320623804771757,0.6271067415730337,0.06298701298701298
175,0.941810654555016,0.631578947368421,0.375
176,0.9276643887320473,0.6189516129032258,0.20657894736842103
177,0.9297537469200607,0.6169086509376891,0.08253205128205128
178,0.9396517786930734,0.6521039072563333,0.033746208291203235
179,0.9088806279480655,0.5476190476190477,0.303030303030303
18,0.9394234247552504,0.6171671358565322,0.02442212438084755
180,0.9221925890717575,0.6824596774193548,0.20995670995670995
181,0.823811084999985,0.31497061683507377,0.0216602646180111
182,0.9184653929427387,0.5714285714285714,0.23809523809523808
183,0.8555621859481726,0.3782051282051282,0.0
184,0.9371857785619476,0.5814285714285714,0.04928774928774929
185,0.9375477405502113,0.20833333333333331,0.29166666666666663
186,0.8882269872766824,0.5217391304347826,0.0625
187,0.9574387996535655,0.5714285714285714,0.25
188,0.945768567131269,0.625,0.11269974768713203
189,0.9394704364722305,0.7164836421871426,0.029877369007803793
19,0.9550117029826787,0.55,0.5892857142857143
190,0.9234955272773842,0.4591954022988506,0.2159090909090909
191,0.9252010698034153,0.521978021978022,0.5833333333333333
192,0.8970312743321599,0.6013071895424837,0.14090909090909093
