ID,Gini - Top 5 | Test Ratings,Gini - Top 10 | Test Ratings,Gini - Top 10 | All Items,Gini - Top 20 | All Items
Centroid Vector + Word2Vec,0.62636,0.61767,0.78657,0.76474
