user_id,Precision@20 - macro,Recall@20 - macro,F1@20 - macro,NDCG@20,MRR@20,Gini - Top 20,CatalogCoverage - Top 20,DeltaGap - Top 20 | Blockbuster,DeltaGap - Top 20 | Niche,DeltaGap - Top 20 | Diverse
sys - fold1,0.014381520119225036,0.01646764482026382,0.011911268734637506,0.10731452955134467,0.049552922298535564,0.42575661071589505,99.08,-0.3945771016067803,-0.5900490259751605,-0.7603520184846573
sys - mean,0.014381520119225036,0.01646764482026382,0.011911268734637506,0.10731452955134467,0.049552922298535564,0.42575661071589505,99.08,-0.3945771016067803,-0.5900490259751605,-0.7603520184846573
