user_id,Precision@20 - macro,Recall@20 - macro,F1@20 - macro,NDCG@20
2882,0.05,0.05555555555555555,0.052631578947368425,0.31790886220650055
2883,0.0,0.0,0.0,0.0
2884,0.0,0.0,0.0,0.0
2885,0.1,0.125,0.11111111111111112,0.5022670726949832
2886,0.1,0.15384615384615385,0.12121212121212123,0.3685245327435352
2887,0.25,0.08064516129032258,0.12195121951219512,0.9444776506307601
2888,0.15,0.06521739130434782,0.09090909090909091,0.7406703749047133
2889,0.0,0.0,0.0,0.0
289,0.15,0.25,0.18749999999999997,0.5104015696626518
2890,0.05,0.05263157894736842,0.05128205128205128,0.31790886220650055
2891,0.0,0.0,0.0,0.0
2892,0.15,0.3333333333333333,0.20689655172413793,0.3981412695983986
2893,0.0,0.0,0.0,0.0
2894,0.1,0.11764705882352941,0.1081081081081081,0.5351493151288482
2895,0.05,0.013333333333333334,0.021052631578947368,0.31790886220650055
2896,0.15,0.08823529411764706,0.11111111111111112,0.8091148659016436
2897,0.1,0.14285714285714285,0.11764705882352941,0.3594856890642082
2898,0.0,0.0,0.0,0.0
2899,0.35,0.10294117647058823,0.1590909090909091,0.7736116839544359
29,0.0,0.0,0.0,0.0
290,0.0,0.0,0.0,0.31790886220650055
2900,0.1,0.05,0.06666666666666667,0.5351493151288482
2901,0.1,0.13333333333333333,0.1142857142857143,0.3981412695983986
2902,0.0,0.0,0.0,0.0
2903,0.15,0.2,0.17142857142857143,0.7774154165398012
2904,0.0,0.0,0.0,0.0
2905,0.1,0.10526315789473684,0.10256410256410256,0.6842622663717676
2906,0.05,0.2,0.08000000000000002,0.7130876508275965
2907,0.15,0.046875,0.07142857142857142,0.6018796401233671
2908,0.05,0.3333333333333333,0.08695652173913045,0.31790886220650055
2909,0.45,0.05625,0.1,0.8466637232732305
291,0.0,0.0,0.0,0.0
2910,0.1,0.125,0.11111111111111112,0.3685245327435352
2911,0.05,0.14285714285714285,0.07407407407407408,1.0
2912,0.05,0.14285714285714285,0.07407407407407408,0.31790886220650055
2913,0.05,0.02127659574468085,0.029850746268656716,0.31790886220650055
2914,0.2,0.3333333333333333,0.25,0.718547540361639
2915,0.05,0.1111111111111111,0.06896551724137932,0.31790886220650055
2916,0.0,0.0,0.0,0.31790886220650055
2917,0.1,0.25,0.14285714285714288,0.7255884085437593
2918,0.15,0.06,0.08571428571428572,0.5021406198621836
2919,0.2,0.19047619047619047,0.1951219512195122,0.8288387269398562
292,0.05,0.2,0.08000000000000002,0.31790886220650055
2920,0.0,0.0,0.0,0.0
2921,0.1,0.18181818181818182,0.12903225806451613,0.6842622663717676
2922,0.05,0.1111111111111111,0.06896551724137932,0.31790886220650055
2923,0.05,0.5,0.09090909090909091,0.35698403518821187
2924,0.0,0.0,0.0,0.0
2925,0.0,0.0,0.0,0.0
2926,0.0,0.0,0.0,0.0
2927,0.0,0.0,0.0,0.0
2928,0.1,0.03636363636363636,0.05333333333333334,0.3685245327435352
2929,0.2,0.14814814814814814,0.1702127659574468,0.5778213105424588
293,0.15,0.09090909090909091,0.11320754716981132,0.3981412695983986
2930,0.0,0.0,0.0,0.0
2931,0.05,0.043478260869565216,0.046511627906976744,0.31790886220650055
2932,0.0,0.0,0.0,0.0
2933,0.1,0.14285714285714285,0.11764705882352941,0.3685245327435352
2934,0.0,0.0,0.0,0.0
2935,0.0,0.0,0.0,0.0
2936,0.0,0.0,0.0,0.0
2937,0.05,0.1,0.06666666666666667,0.31790886220650055
2938,0.2,0.14814814814814814,0.1702127659574468,0.6035521240756639
2939,0.05,0.041666666666666664,0.04545454545454545,0.31790886220650055
294,0.0,0.0,0.0,0.0
2940,0.0,0.0,0.0,0.0
2941,0.15,0.06521739130434782,0.09090909090909091,0.7500911568641956
2942,0.05,0.0625,0.05555555555555556,0.31790886220650055
2943,0.05,0.07692307692307693,0.060606060606060615,0.31790886220650055
2944,0.1,0.1111111111111111,0.10526315789473685,0.3685245327435352
2945,0.0,0.0,0.0,0.0
2946,0.25,0.07692307692307693,0.11764705882352941,0.5618819205465979
2947,0.0,0.0,0.0,0.0
2948,0.05,0.2,0.08000000000000002,0.31790886220650055
2949,0.0,0.0,0.0,0.0
295,0.1,0.07692307692307693,0.08695652173913043,0.3685245327435352
2950,0.0,0.0,0.0,0.0
2951,0.0,0.0,0.0,0.0
2952,0.1,0.09090909090909091,0.09523809523809525,0.3685245327435352
2953,0.1,0.18181818181818182,0.12903225806451613,0.3685245327435352
2954,0.05,0.3333333333333333,0.08695652173913045,0.31790886220650055
2955,0.05,0.05263157894736842,0.05128205128205128,0.35698403518821187
2956,0.0,0.0,0.0,0.31790886220650055
2957,0.15,0.42857142857142855,0.2222222222222222,0.6043742953483168
2958,0.0,0.0,0.0,0.0
2959,0.0,0.0,0.0,0.0
296,0.1,0.14285714285714285,0.11764705882352941,0.3685245327435352
2960,0.0,0.0,0.0,0.0
2961,0.0,0.0,0.0,0.0
2962,0.25,0.05952380952380952,0.09615384615384615,0.7402566551196449
2963,0.0,0.0,0.0,0.0
2964,0.0,0.0,0.0,0.0
2965,0.0,0.0,0.0,0.0
2966,0.1,0.11764705882352941,0.1081081081081081,0.3685245327435352
2967,0.25,0.08928571428571429,0.13157894736842105,0.6803648158532796
2968,0.0,0.0,0.0,0.0
2969,0.0,0.0,0.0,0.0
297,0.0,0.0,0.0,0.0
2970,0.05,0.14285714285714285,0.07407407407407408,0.31790886220650055
2971,0.05,0.25,0.08333333333333334,0.31790886220650055
2972,0.0,0.0,0.0,0.0
2973,0.0,0.0,0.0,0.0
2974,0.05,0.09090909090909091,0.06451612903225806,0.31790886220650055
2975,0.05,0.14285714285714285,0.07407407407407408,0.31790886220650055
2976,0.1,0.15384615384615385,0.12121212121212123,0.3685245327435352
2977,0.0,0.0,0.0,0.0
2978,0.15,0.12,0.1333333333333333,0.40656144302247504
2979,0.05,0.16666666666666666,0.07692307692307691,0.31790886220650055
298,0.0,0.0,0.0,0.0
2980,0.0,0.0,0.0,0.0
2981,0.1,0.5,0.16666666666666669,0.3685245327435352
2982,0.05,0.3333333333333333,0.08695652173913045,0.31790886220650055
2983,0.1,0.2857142857142857,0.14814814814814817,0.3981412695983986
2984,0.0,0.0,0.0,0.0
2985,0.3,0.2727272727272727,0.28571428571428564,0.7982707102615856
2986,0.1,0.03125,0.047619047619047616,0.82433637393536
